SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL,CATALOG_PDF
269,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,269 Style,,,,,,,,,,,,,,,,,,,,,,,,,88,39,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/269-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/269-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/269-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/269-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/269-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/269-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 88; Depth: 39; Height: 36; Inside Width: 71; Seat Height: 21; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=269&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/269.pdf
270,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,270 Style,,,,,,,,,,,,,,,,,,,,,,,,,90,41,40,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-fabric-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-leather-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-HD-fabric-sofa.jpg ,,,,,,,,Sofa,,Width: 90; Depth: 41; Height: 40; Inside Width: 80; Seat Height: 21; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=270&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/270.pdf
273,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,273 Style,,,,,,,,,,,,,,,,,,,,,,,,,92,38,35,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/273-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/273-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/273-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/273-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/273-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/273-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 92; Depth: 38; Height: 35; Inside Width: 77; Seat Height: 20; Seat Depth: 22; Arm Height: 24,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=273&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/273.pdf
274,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,274 Style,,,,,,,,,,,,,,,,,,,,,,,,,86,41,37,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/274-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/274-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/274-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/274-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/274-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/274-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 86; Depth: 41; Height: 37; Inside Width: 78; Seat Height: 20; Seat Depth: 21; Arm Height: 29,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=274&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/274.pdf
280,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,280 Style,,,,,,,,,,,,,,,,,,,,,,,,,88,41,42,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/280-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/280-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/280-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/280-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/280-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/280-HD-fabric-sofa.jpg ,,,,,,,,,,Large Sofa,,Width: 88; Depth: 41; Height: 42; Inside Width: 72; Seat Height: 20; Seat Depth: 20; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=280&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/280.pdf
284,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,284 Style,,,,,,,,,,,,,,,,,,,,,,,,,88,37,34,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/284-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/284-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/284-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/284-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/284-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/284-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 88; Depth: 37; Height: 34; Inside Width: 75; Seat Height: 20; Seat Depth: 21; Arm Height: 32,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=284&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/284.pdf
346,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,346 Style,,,,,,,,,,,,,,,,,,,,,,,,,84,40,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/346-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/346-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/346-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/346-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/346-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/346-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 84; Depth: 40; Height: 36; Inside Width: 66; Seat Height: 20; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=346&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/346.pdf
366,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,366 Style,,,,,,,,,,,,,,,,,,,,,,,,,79,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-fabric-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-leather-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-HD-fabric-sofa.jpg ,,,,,,,,Sofa,,Width: 79; Depth: 36; Height: 36; Inside Width: 63; Seat Height: 19; Seat Depth: 20; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=366&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/366.pdf
374,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,374 Style,,,,,,,,,,,,,,,,,,,,,,,,,80,38,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/933-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/713-sm-fabric-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/933-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/374-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/933-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/713-sm-leather-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/933-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/374-HD-fabric-sofa.jpg ,,,,,,,,Sofa,,Width: 80; Depth: 38; Height: 38; Inside Width: 66; Seat Height: 20; Seat Depth: 21; Arm Height: 26,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=374&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/374.pdf
383,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,383 Style,,,,,,,,,,,,,,,,,,,,,,,,,84,40,35,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/383-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/383-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/383-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/383-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/383-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/383-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 84; Depth: 40; Height: 35; Inside Width: 69; Seat Height: 20; Seat Depth: 21; Arm Height: 24,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=383&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/383.pdf
393,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,393 Style,,,,,,,,,,,,,,,,,,,,,,,,,110,52,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-angular-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-large-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-CHHF.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-leather-conversation-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-leather-angular-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-leather-chair.jpg,,,,,,Conversation Sofa,,Width: 110; Depth: 52; Height: 38; Inside Width: 82; Seat Height: 20; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=393&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/393.pdf
396,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,396 Style,,,,,,,,,,,,,,,,,,,,,,,,,83,38,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/396-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/396-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/396-sm-leather-large-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/396-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/396-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/396-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 83; Depth: 38; Height: 36; Inside Width: 62; Seat Height: 20; Seat Depth: 21; Arm Height: 26,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=396&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/396.pdf
397,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,397 Style,,,,,,,,,,,,,,,,,,,,,,,,,86,37,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/397-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/397-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/397-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/397-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/397-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/397-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 86; Depth: 37; Height: 36; Inside Width: 69; Seat Height: 20; Seat Depth: 21; Arm Height: 24,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=397&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/397.pdf
209,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,209 Style,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/209-sm-fabric-sectional-.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/209-sm-fabric-sectional-1.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/209-sm-fabric-sectional-2.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/209-sm-fabric-sectional-3.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/209-sm-fabric-sectional-4.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/209-sm-fabric-sectional-5.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/209-sm-fabric-sectional-6.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/209-HD-fabric-sectional-8.jpg ,,,,,,,,Sectional,,Height: 38; Seat Height: 20; Seat Depth: 26,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=209&piece=8,https://smithbrothersfurniture.com/downloads/CatalogPages/209.pdf
248,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-fabric-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-leather-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-sectional.jpg ,,,,,,,,Sectional,,Height: 36; Seat Height: 21; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=4,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
253,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,253 Style,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-fabric-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-leather-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-HD-fabric-sectional.jpg ,,,,,,,,Sectional,,Height: 38; Seat Height: 21; Seat Depth: 25; Arm Height: 26,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=253&piece=4,https://smithbrothersfurniture.com/downloads/CatalogPages/253.pdf
259,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,259 Style,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/259-sm-fabric-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/259-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/259-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/259-HD-fabric-sectional.jpg ,,,,,,,,,,,,Sectional,,Height: 37; Seat Height: 20; Seat Depth: 26; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=259&piece=4,https://smithbrothersfurniture.com/downloads/CatalogPages/259.pdf
261,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,261 Style,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-fabric-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-leather-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-HD-fabric-sectional.jpg ,,,,,,,,Sectional,,Height: 37; Seat Height: 20; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=261&piece=4,https://smithbrothersfurniture.com/downloads/CatalogPages/261.pdf
270,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,270 Style,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-fabric-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-sm-leather-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/270-HD-fabric-sectional.jpg ,,,,,,,,Sectional,,Height: 40; Seat Height: 21; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=270&piece=4,https://smithbrothersfurniture.com/downloads/CatalogPages/270.pdf
366,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,366 Style,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-fabric-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-sm-leather-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/366-HD-fabric-sectional.jpg ,,,,,,,,Sectional,,Height: 36; Seat Height: 19; Seat Depth: 20; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=366&piece=4,https://smithbrothersfurniture.com/downloads/CatalogPages/366.pdf
393,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,393 Style,,,,,,,,,,,,,,,,,,,,,,,,,29,24,17,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-conversation-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-angular-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-large-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-CHHF.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-fabric-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-leather-conversation-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-leather-angular-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-sm-leather-chair.jpg,,,,,,Ottoman,,Width: 29; Depth: 24; Height: 17,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=393&piece=6,https://smithbrothersfurniture.com/downloads/CatalogPages/393.pdf
M100,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-sm-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-sm-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,,,,,,,,,,,,,Sectional,,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
M101,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M101 Style,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-sm-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-sm-leather-motorized-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-sectional-console-headrest.jpg ,,,,,,,,,,,,,Leather Sectional,,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M101&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M101.pdf
M102,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M102 Style,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M102-sm-fabric-motorized-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M102-sm-leather-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M102-HD-fabric-motorized-sectional-headrest.jpg ,,,,,,,,,,,,,Sectional,,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M102&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M102.pdf
