SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL,CATALOG_PDF
393-53,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,393 Style,,,,,,,,,,,,,,,,,,,,,,,,,74,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wedge,,Width: 29; Depth: 24; Height: 17,"PILLOWS:,One pair style #35, 20” (see price list for additional pillows),BACK STYLE:,Semi-attached inside back,LEGS :,Tapered legs (removable),WOOD FINISH:,Shagbark (see samples for options),NAILHEAD:,Medium size (size/configuration shown standard),Antique Brass shown (see samples for color selection),DESIGN NOTE:,The sofa has no middle leg.,The chair 1/2 is standard with one pillow, style #35, 20”,",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=393&piece=6,https://smithbrothersfurniture.com/downloads/CatalogPages/393.pdf
393-21,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,393 Style,,,,,,,,,,,,,,,,,,,,,,,,,92,39,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-fabric-conversation-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-fabric-large-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-leather-conversation-sofa.jpg,,,,,,,,,,,,LAF Corner Sofa,,Width: 29; Depth: 24; Height: 17,"PILLOWS:,One pair style #35, 20” (see price list for additional pillows),BACK STYLE:,Semi-attached inside back,LEGS :,Tapered legs (removable),WOOD FINISH:,Shagbark (see samples for options),NAILHEAD:,Medium size (size/configuration shown standard),Antique Brass shown (see samples for color selection),DESIGN NOTE:,The sofa has no middle leg.,The chair 1/2 is standard with one pillow, style #35, 20”,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=393&piece=6,https://smithbrothersfurniture.com/downloads/CatalogPages/393.pdf
393-22,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,393 Style,,,,,,,,,,,,,,,,,,,,,,,,,92,39,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-fabric-conversation-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-fabric-large-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-leather-conversation-sofa.jpg,,,,,,,,,,,,RAF Corner Sofa (shown),,Width: 29; Depth: 24; Height: 17,"PILLOWS:,One pair style #35, 20” (see price list for additional pillows),BACK STYLE:,Semi-attached inside back,LEGS :,Tapered legs (removable),WOOD FINISH:,Shagbark (see samples for options),NAILHEAD:,Medium size (size/configuration shown standard),Antique Brass shown (see samples for color selection),DESIGN NOTE:,The sofa has no middle leg.,The chair 1/2 is standard with one pillow, style #35, 20”,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=393&piece=6,https://smithbrothersfurniture.com/downloads/CatalogPages/393.pdf
393-14,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,393 Style,,,,,,,,,,,,,,,,,,,,,,,,,76,39,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-fabric-conversation-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-fabric-large-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/393-HD-leather-conversation-sofa.jpg,,,,,,,,,,,,LAF Sofa (shown),,Width: 29; Depth: 24; Height: 17,"PILLOWS:,One pair style #35, 20” (see price list for additional pillows),BACK STYLE:,Semi-attached inside back,LEGS :,Tapered legs (removable),WOOD FINISH:,Shagbark (see samples for options),NAILHEAD:,Medium size (size/configuration shown standard),Antique Brass shown (see samples for color selection),DESIGN NOTE:,The sofa has no middle leg.,The chair 1/2 is standard with one pillow, style #35, 20”,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=393&piece=6,https://smithbrothersfurniture.com/downloads/CatalogPages/393.pdf
393-45,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,393 Style,,,,,,,,,,,,,,,,,,,,,,,,,32,65,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAF Chaise,,Width: 29; Depth: 24; Height: 17,"PILLOWS:,One pair style #35, 20” (see price list for additional pillows),BACK STYLE:,Semi-attached inside back,LEGS :,Tapered legs (removable),WOOD FINISH:,Shagbark (see samples for options),NAILHEAD:,Medium size (size/configuration shown standard),Antique Brass shown (see samples for color selection),DESIGN NOTE:,The sofa has no middle leg.,The chair 1/2 is standard with one pillow, style #35, 20”,",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=393&piece=6,https://smithbrothersfurniture.com/downloads/CatalogPages/393.pdf
393-26,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SECTIONALS,,,,,,393 Style,,,,,,,,,,,,,,,,,,,,,,,,,44,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armless Loveseat,,Width: 29; Depth: 24; Height: 17,"PILLOWS:,One pair style #35, 20” (see price list for additional pillows),BACK STYLE:,Semi-attached inside back,LEGS :,Tapered legs (removable),WOOD FINISH:,Shagbark (see samples for options),NAILHEAD:,Medium size (size/configuration shown standard),Antique Brass shown (see samples for color selection),DESIGN NOTE:,The sofa has no middle leg.,The chair 1/2 is standard with one pillow, style #35, 20”,",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=393&piece=6,https://smithbrothersfurniture.com/downloads/CatalogPages/393.pdf
M100-84,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,34,41,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,,,,,,,,,,LAF Motorized Reclining Chair with Headrest (shown),,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Brushed Nickel shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
M100-85,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,34,41,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,,,,,,,,,,RAF Motorized Reclining Chair with Headrest (shown),,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Brushed Nickel shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
M100-36,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,41,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stationary Armless Chair (shown),,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Brushed Nickel shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
M100-86,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,41,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,,,,,,,,,,Motorized Reclining Armless Chair with Headrest (shown),,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Brushed Nickel shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
M100-53,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,81,41,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wedge (shown),,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Brushed Nickel shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
M100-71,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,18,40,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Console,,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Brushed Nickel shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
WC-101,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,19,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood Console Tray,,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Brushed Nickel shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
M100-83,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,40,41,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,,,,,,,,,,,Motorized Reclining Chair with Headrest,,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Brushed Nickel shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
M100-90,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,40,41,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,,,,,,,,,Motorized Glider Reclining Chair with Headrest (shown),,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Brushed Nickel shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
M100-83,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,40,41,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,,,,,,,,,,Motorized Reclining Chair with Headrest (shown),,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Brushed Nickel shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
M100-90,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M100 Style,,,,,,,,,,,,,,,,,,,,,,,,,40,41,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M100-HD-fabric-motorized-sectional-headrest.jpg ,,,,,,,,,,Motorized Glider Reclining Chair with Headrest,,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Brushed Nickel shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M100&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M100.pdf
M101-84,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M101 Style,,,,,,,,,,,,,,,,,,,,,,,,,32,41,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-sectional-console-headrest.jpg ,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-sectional-console-headrest.jpg ,,,,,,,,,,LAF Motorized Reclining Chair with Headrest (shown),,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Antique Brass shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M101&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M101.pdf
M101-85,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M101 Style,,,,,,,,,,,,,,,,,,,,,,,,,32,41,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-sectional-console-headrest.jpg ,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-sectional-console-headrest.jpg ,,,,,,,,,,RAF Motorized Reclining Chair with Headrest (shown),,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Antique Brass shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M101&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M101.pdf
M101-36,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M101 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,41,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stationary Armless Chair,,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Antique Brass shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=M101&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M101.pdf
M101-86,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SB Motion,,,,,,M101 Style,,,,,,,,,,,,,,,,,,,,,,,,,27,41,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-fabric-motorized-glider-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-recliner-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M101-HD-leather-motorized-sectional-console-headrest.jpg ,,,,,,,,,,,Motorized Reclining Armless Chair with Headrest,,Height: 44; Seat Height: 20; Seat Depth: 21; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Antique Brass shown (see samples for color selection),WOOD FINISH:,The Console features an optional wood tray (see price list for limited wood finish color options),DESIGN NOTE:,Due to the complex seat design, collaging is not permitted.,Activator switches on recliners feature a charging port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M101&piece=3,https://smithbrothersfurniture.com/downloads/CatalogPages/M101.pdf
